Place,Name,Birth.Date,Nat.,Mark,event_meta,event,games_link,athlete_links,games,country,date,Points,Records,Wind,Remarks
2,Antonio David JIMÉNEZ,18 FEB 1977,ESP,8:24.13,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/spain/antonio-david-jimenez-014166106,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
3,Paul Kipsiele KOECH,10 NOV 1981,KEN,8:24.68,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/kenya/paul-kipsiele-koech-014208637,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Zouhair EL OUARDI,15 FEB 1977,MAR,8:27.55,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/monaco/zouhair-el-ouardi-014212093,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
5,Justin CHASTON,04 NOV 1968,GBR,8:28.35,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/great-britain-ni/justin-chaston-014188812,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Yoshitaka IWAMIZU,20 JUN 1979,JPN,8:29.07,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/japan/yoshitaka-iwamizu-014203532,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Peter NOWILL,15 JUN 1979,AUS,8:29.14,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/australia/peter-nowill-014179045,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
8,Anthony FAMIGLIETTI,08 NOV 1978,USA,8:31.59,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/anthony-famiglietti-014237511,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Alexander GREAUX,22 SEP 1977,PUR,8:33.62,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/puerto-rico/alexander-greaux-014218805,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
10,Jim SVENØY,22 APR 1972,NOR,8:33.97,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/norway/jim-svenoy-014215516,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Manuel SILVA,08 OCT 1978,POR,8:38.31,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/portugal/manuel-silva-014218594,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
12,Luleseged WALE,29 MAY 1982,ETH,8:50.73,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ethiopia/luleseged-wale-014181691,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Jakub CZAJA,12 SEP 1980,POL,8:56.24,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/poland/jakub-czaja-014216508,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Robert FIGL,01 JUN 1967,GER,3:10.91,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
2,Saul MENDOZA,06 JAN 1967,MEX,3:11.35,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
3,Tana RAWAT,05 MAY 1977,THA,3:11.48,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Scot HOLLONBECK,05 NOV 1969,USA,3:11.49,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
5,Kurt FEARNLEY,23 MAR 1981,AUS,3:11.60,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Choke YASUOKA,18 JAN 1973,JPN,3:11.75,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Joël JEANNOT,23 SEP 1965,FRA,3:22.14,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Jeffrey ADAMS,15 NOV 1970,CAN,DNF,Final,Men's 1500m Wheelchair,https://worldathletics.org/competition/calendar-results/results/6913163,NA,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Stefan HOLM,25 MAY 1976,SWE,2.36,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/sweden/stefan-holm-014227623,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
2,Matt HEMINGWAY,24 OCT 1972,USA,2.34,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/matt-hemingway-014240434,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
3,Jaroslav BÁBA,02 SEP 1984,CZE,2.34,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/jaroslav-baba-14169119,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Jamie NIETO,02 NOV 1976,USA,2.34,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/jamie-nieto-014247231,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
5,Andriy SOKOLOVSKIY,16 JUL 1978,UKR,2.32,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/andriy-sokolovskiy-014230631,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Yaroslav RYBAKOV,22 NOV 1980,RUS,2.32,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/yaroslav-rybakov-014223764,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Mark BOSWELL,28 JUL 1977,CAN,2.29,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/canada/mark-boswell-014174573,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
8,Svatoslav TON,20 OCT 1978,CZE,2.29,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/svatoslav-ton-14168178,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Vyacheslav VORONIN,05 APR 1974,RUS,2.29,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/vyacheslav-voronin-014224494,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
10,Dragutin TOPIĆ,12 MAR 1971,SCG,2.29,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/serbia/dragutin-topic-014225451,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Lysvanys PÉREZ RODRÍGUEZ,24 JAN 1982,CUB,2.25,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/spain/lysvanys-perez-rodriguez-014169380,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
12,Alessandro TALOTTI,07 OCT 1980,ITA,2.25,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/italy/alessandro-talotti-014201544,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Jamie NIETO,02 NOV 1976,USA,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/jamie-nieto-014247231,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Mark BOSWELL,28 JUL 1977,CAN,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/canada/mark-boswell-014174573,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
3,Andriy SOKOLOVSKIY,16 JUL 1978,UKR,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/andriy-sokolovskiy-014230631,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Alessandro TALOTTI,07 OCT 1980,ITA,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/italy/alessandro-talotti-014201544,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
5,Yaroslav RYBAKOV,22 NOV 1980,RUS,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/yaroslav-rybakov-014223764,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Dragutin TOPIĆ,12 MAR 1971,SCG,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/serbia/dragutin-topic-014225451,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Gennadiy MOROZ,27 MAY 1978,BLR,2.25,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/belarus/gennadiy-moroz-014176695,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
8,Ştefan VASILACHE,09 MAY 1979,ROU,2.25,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/romania/stefan-vasilache-014219603,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Kyriakos IOANNOU,26 JUL 1984,CYP,2.25,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/cyprus/kyriakos-ioannou-014169214,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
10,Grzegorz SPOSÓB,12 FEB 1976,POL,2.20,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/poland/grzegorz-sposob-014217606,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
10,Manjula Kumara WIJESEKARA,30 JAN 1984,SRI,2.20,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/sri-lanka/manjula-kumara-wijesekara-014225649,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
12,Linus THÖRNBLAD,06 MAR 1985,SWE,2.20,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/sweden/linus-thornblad-014228146,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Oskari FRÖSÉN,24 JAN 1976,FIN,2.20,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/finland/oskari-frosen-014181832,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Roman FRICKE,23 MAR 1977,GER,2.20,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/roman-fricke-014192117,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
15,Tomáš JANKŮ,27 DEC 1974,CZE,2.20,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/tomas-janku-14168790,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,László BOROS,03 FEB 1982,HUN,2.15,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/hungary/laszlo-boros-014196057,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
17,Tora HARRIS,21 SEP 1978,USA,2.15,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/tora-harris-014240087,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
18,Alfredo DEZA,24 AUG 1979,PER,2.10,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/peru/alfredo-deza-014216148,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Adrian O'DWYER,01 DEC 1983,IRL,NM,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ireland/adrian-odwyer-014199053,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Stefan HOLM,25 MAY 1976,SWE,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/sweden/stefan-holm-014227623,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
2,Lysvanys PÉREZ RODRÍGUEZ,24 JAN 1982,CUB,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/spain/lysvanys-perez-rodriguez-014169380,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
2,Svatoslav TON,20 OCT 1978,CZE,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/svatoslav-ton-14168178,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Jaroslav BÁBA,02 SEP 1984,CZE,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/jaroslav-baba-14169119,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
5,Matt HEMINGWAY,24 OCT 1972,USA,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/matt-hemingway-014240434,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Vyacheslav VORONIN,05 APR 1974,RUS,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/vyacheslav-voronin-014224494,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Nicola CIOTTI,05 OCT 1976,ITA,2.25,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/italy/nicola-ciotti-014199966,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
8,Abderrahmane HAMMAD,27 MAY 1977,ALG,2.25,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/algeria/abderrahmane-hammad-014180739,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Jessé Farias DE LIMA,16 FEB 1981,BRA,2.25,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/brazil/jesse-farias-de-lima-014175927,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
10,Staffan STRAND,18 APR 1976,SWE,2.25,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/sweden/staffan-strand-014228093,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Jacques FREITAG,11 JUN 1982,RSA,2.20,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/south-africa/jacques-freitag-014220047,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Rožle PREZELJ,26 SEP 1979,SLO,2.20,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/slovenia/rozle-prezelj-014225162,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Pyotr BRAYKO,27 MAR 1977,RUS,2.20,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/pyotr-brayko-014221903,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Jean-Claude RABBATH,12 JUL 1977,LBN,2.20,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/lebanon/jean-claude-rabbath-014211237,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Robert WOLSKI,08 DEC 1982,POL,2.20,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/poland/robert-wolski-014217884,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,Marko ALEKSEJEV,14 FEB 1979,EST,2.15,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/estonia/marko-aleksejev-014164655,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,Javier BERMEJO,23 DEC 1978,ESP,2.15,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/spain/javier-bermejo-014167075,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
18,Yang LIU,04 JAN 1986,CHN,2.10,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/pr-of-china/yang-liu-014171871,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Aleksey LEZNICHIY,03 FEB 1978,BLR,DQ,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/belarus/aleksey-leznichiy-014176756,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Jón Arnar MAGNÚSSON,28 JUL 1969,ISL,DNS,Combined - Group,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/iceland/jon-arnar-magnusson-014199184,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Lev LOBODIN,01 APR 1969,RUS,DNS,Combined - Group,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/lev-lobodin-014223026,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Attila ZSIVOCZKY-PANDEL,29 APR 1977,HUN,2.12,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/hungary/attila-zsivoczky-pandel-014197740,The XXVIII Olympic Games,GRE,18–29 AUG 2004,915,NA,NA,NA
2,Claston BERNARD,22 MAR 1979,JAM,2.12,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/jamaica/claston-bernard-014201834,The XXVIII Olympic Games,GRE,18–29 AUG 2004,915,NA,NA,NA
3,Roman ŠEBRLE,26 NOV 1974,CZE,2.12,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/roman-sebrle-14168218,The XXVIII Olympic Games,GRE,18–29 AUG 2004,915,NA,NA,NA
4,Dmitriy KARPOV,23 JUL 1981,KAZ,2.09,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/kazakhstan/dmitriy-karpov-014207184,The XXVIII Olympic Games,GRE,18–29 AUG 2004,887,NA,NA,NA
5,Bryan CLAY,03 JAN 1980,USA,2.06,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/bryan-clay-014234870,The XXVIII Olympic Games,GRE,18–29 AUG 2004,859,NA,NA,NA
6,Aleksandr POGORELOV,10 JAN 1980,RUS,2.06,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/aleksandr-pogorelov-14223575,The XXVIII Olympic Games,GRE,18–29 AUG 2004,859,NA,NA,NA
7,Indrek TURI,30 JUL 1981,EST,2.03,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/estonia/indrek-turi-14181233,The XXVIII Olympic Games,GRE,18–29 AUG 2004,831,NA,NA,NA
8,Tom PAPPAS,06 SEP 1976,USA,2.03,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/tom-pappas-014247925,The XXVIII Olympic Games,GRE,18–29 AUG 2004,831,NA,NA,NA
8,Laurent HERNU,22 AUG 1976,FRA,2.03,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/france/laurent-hernu-014185338,The XXVIII Olympic Games,GRE,18–29 AUG 2004,831,NA,NA,NA
10,Eugène MARTINEAU,14 MAY 1980,NED,2,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/netherlands/eugene-martineau-014214180,The XXVIII Olympic Games,GRE,18–29 AUG 2004,803,NA,NA,NA
10,Pavel ANDREYEV,24 NOV 1978,UZB,2,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/uzbekistan/pavel-andreyev-014255901,The XXVIII Olympic Games,GRE,18–29 AUG 2004,803,NA,NA,NA
12,Jānis KARLIVĀNS,02 JUN 1982,LAT,1.97,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/latvia/janis-karlivans-014210984,The XXVIII Olympic Games,GRE,18–29 AUG 2004,776,NA,NA,NA
13,Romain BARRAS,01 AUG 1980,FRA,1.94,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/france/romain-barras-014183090,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
13,Vitaliy SMIRNOV,25 OCT 1978,UZB,1.94,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/uzbekistan/vitaliy-smirnov-014255971,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
15,Paul TEREK,20 OCT 1979,USA,1.94,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/paul-terek-014252922,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
16,Roland SCHWARZL,10 DEC 1980,AUT,1.94,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/austria/roland-schwarzl-14178191,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
17,Paolo CASARSA,02 JUL 1975,ITA,1.94,Combined - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/italy/paolo-casarsa-014199860,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
1,Dean MACEY,12 DEC 1977,GBR,2.15,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/great-britain-ni/dean-macey-014189971,The XXVIII Olympic Games,GRE,18–29 AUG 2004,944,NA,NA,NA
2,Aleksandr PARKHOMENKO,21 MAR 1981,BLR,2.03,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/belarus/aleksandr-parkhomenko-014176667,The XXVIII Olympic Games,GRE,18–29 AUG 2004,831,NA,NA,NA
3,Haifeng QI,07 AUG 1983,CHN,1.97,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/pr-of-china/haifeng-qi-014171660,The XXVIII Olympic Games,GRE,18–29 AUG 2004,776,NA,NA,NA
4,Chiel WARNERS,02 APR 1978,NED,1.97,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/netherlands/chiel-warners-014214737,The XXVIII Olympic Games,GRE,18–29 AUG 2004,776,NA,NA,NA
5,Prodromos KORKIZOGLOU,27 FEB 1975,GRE,1.94,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/greece/prodromos-korkizoglou-014195248,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
6,Nikolay AVERYANOV,04 FEB 1980,RUS,1.94,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/nikolay-averyanov-014221711,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
6,Jaakko OJANIEMI,28 AUG 1980,FIN,1.94,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/finland/jaakko-ojaniemi-14182335,The XXVIII Olympic Games,GRE,18–29 AUG 2004,749,NA,NA,NA
8,Maurice SMITH,28 SEP 1980,JAM,1.91,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/jamaica/maurice-smith-014202240,The XXVIII Olympic Games,GRE,18–29 AUG 2004,723,NA,NA,NA
